ID,age,job,marital,education,defaultnew,balance,housing,loan,day,duration,campaign,pdays,previous,poutcome,month_num
9252,1,9,2,1,0,1820,0,0,5,1,2,-1,0,3,6
9253,3,4,1,3,0,0,0,0,5,3,2,-1,0,3,6
9254,1,1,2,0,0,1537,0,1,5,3,2,-1,0,3,6
9255,3,0,1,1,0,1677,0,0,5,2,3,-1,0,3,6
9256,3,9,1,0,0,223,1,0,5,0,3,-1,0,3,6
9257,1,0,1,1,0,1595,1,0,5,2,2,-1,0,3,6
9258,3,9,0,1,0,12,0,0,5,0,2,-1,0,3,6
9259,1,4,1,2,0,140,1,0,5,2,3,-1,0,3,6
9260,0,0,2,1,0,2452,1,0,5,2,2,-1,0,3,6
9261,0,6,2,2,0,281,1,0,5,3,2,-1,0,3,6
9262,0,2,1,1,0,2074,1,0,5,0,7,-1,0,3,6
9263,0,7,1,1,0,5,0,0,5,0,2,-1,0,3,6
9264,1,4,1,2,0,1304,1,0,5,2,3,-1,0,3,6
9265,0,1,1,1,0,860,1,0,5,3,4,-1,0,3,6
9266,2,1,1,1,0,986,1,0,5,1,3,-1,0,3,6
9267,1,1,1,1,0,0,0,0,5,2,2,-1,0,3,6
9268,3,3,1,0,0,419,0,1,5,1,3,-1,0,3,6
9269,3,1,1,1,0,266,1,0,5,1,6,-1,0,3,6
9270,1,9,1,2,0,1189,0,0,5,3,3,-1,0,3,6
9271,1,10,1,1,0,3924,0,0,5,3,2,-1,0,3,6
9272,3,6,2,2,0,1623,1,0,5,2,17,-1,0,3,6
9273,3,7,1,3,0,518,0,0,5,1,3,-1,0,3,6
9274,3,5,1,0,0,3594,0,0,5,0,2,-1,0,3,6
9275,1,4,1,3,0,2296,0,0,5,2,2,-1,0,3,6
9276,0,9,2,1,0,3313,1,0,5,2,3,-1,0,3,6
9277,1,1,1,0,0,1613,1,0,5,3,3,-1,0,3,6
9278,0,4,1,2,0,-661,1,1,5,1,3,-1,0,3,6
9279,3,1,1,0,0,2171,0,0,5,0,2,-1,0,3,6
9280,0,4,2,2,0,1742,0,0,5,1,2,-1,0,3,6
9281,3,0,1,0,0,549,0,0,5,2,2,-1,0,3,6
9282,0,8,2,2,0,1523,1,0,5,2,16,-1,0,3,6
9283,1,0,2,1,0,1790,1,0,5,1,5,-1,0,3,6
9284,1,9,1,1,0,363,0,1,5,3,2,-1,0,3,6
9285,2,7,2,1,0,512,1,1,5,2,3,-1,0,3,6
9286,0,4,1,2,0,636,0,1,5,3,2,-1,0,3,6
9287,3,9,1,0,0,0,0,0,5,2,8,-1,0,3,6
9288,2,0,2,3,0,731,1,0,5,3,13,-1,0,3,6
9289,1,1,1,3,0,3460,1,0,5,3,2,-1,0,3,6
9290,1,2,1,0,0,4674,0,0,5,0,2,-1,0,3,6
9291,0,1,1,0,0,3279,0,0,5,1,2,-1,0,3,6
9292,1,1,1,0,0,12,1,0,5,2,26,-1,0,3,6
9293,1,0,2,0,0,2805,0,0,5,1,2,-1,0,3,6
9294,2,8,2,0,0,0,0,0,5,2,26,-1,0,3,6
9295,0,1,2,1,0,1848,1,0,5,0,10,-1,0,3,6
9296,0,4,2,2,0,125,1,1,5,2,31,-1,0,3,6
9297,0,9,1,1,0,635,0,0,5,2,5,-1,0,3,6
9298,3,4,0,1,0,394,0,0,5,0,3,-1,0,3,6
9299,1,9,2,2,0,1646,1,0,5,3,2,-1,0,3,6
9300,1,1,1,1,0,249,1,1,5,0,3,-1,0,3,6
9301,1,6,1,2,0,334,0,0,5,2,2,-1,0,3,6
9302,1,0,1,1,0,407,1,0,5,2,12,-1,0,3,6
9303,1,1,1,0,0,2093,0,0,5,0,2,-1,0,3,6
9304,3,1,1,0,0,0,1,0,5,1,2,-1,0,3,6
9305,3,0,1,1,0,1699,0,0,5,0,2,-1,0,3,6
9306,3,4,2,2,0,911,0,1,5,0,2,-1,0,3,6
9307,1,1,1,0,0,3127,1,1,5,3,2,-1,0,3,6
9308,3,1,1,0,0,-133,0,0,5,2,2,-1,0,3,6
9309,1,1,2,3,0,2841,1,0,5,3,3,-1,0,3,6
9310,1,1,1,0,0,2770,1,1,5,1,2,-1,0,3,6
9311,1,1,1,1,0,-355,1,1,5,3,6,-1,0,3,6
9312,1,6,1,2,0,21861,0,0,5,3,2,-1,0,3,6
9313,3,4,1,1,0,3258,0,0,5,1,3,-1,0,3,6
9314,1,10,1,0,0,122,0,1,5,1,3,-1,0,3,6
9315,1,6,0,1,1,-103,0,1,5,1,3,-1,0,3,6
9316,1,1,1,1,0,230,1,0,5,0,7,-1,0,3,6
9317,0,0,1,0,0,3,1,1,5,0,2,-1,0,3,6
9318,1,7,2,1,0,609,0,0,5,3,1,-1,0,3,6
9319,0,3,2,1,0,1015,1,0,5,3,2,-1,0,3,6
9320,3,9,1,0,1,-247,0,0,6,0,1,-1,0,3,6
9321,3,4,0,2,0,0,0,0,6,3,4,-1,0,3,6
9322,1,4,1,2,0,625,1,0,6,0,1,-1,0,3,6
9323,3,9,0,1,0,0,0,0,6,0,1,-1,0,3,6
9324,1,11,1,1,0,1701,0,0,6,0,1,-1,0,3,6
9325,1,2,2,2,0,2313,0,0,6,0,1,-1,0,3,6
9326,1,1,1,1,0,599,1,0,6,2,1,-1,0,3,6
9327,1,1,2,1,0,656,0,0,6,0,1,-1,0,3,6
9328,0,7,1,1,0,1328,1,0,6,2,4,-1,0,3,6
9329,1,4,2,1,0,13,0,0,6,0,11,-1,0,3,6
9330,0,7,1,1,0,21,0,0,6,0,15,-1,0,3,6
9331,0,7,2,1,0,2571,0,0,6,2,2,-1,0,3,6
9332,3,4,1,2,0,12,0,0,6,2,4,-1,0,3,6
9333,0,1,1,0,0,1138,1,1,6,0,4,-1,0,3,6
9334,1,7,1,1,0,-140,0,1,6,1,1,-1,0,3,6
9335,2,4,2,1,0,565,1,0,6,3,11,-1,0,3,6
9336,0,1,1,1,0,2836,0,0,6,0,3,-1,0,3,6
9337,0,3,1,0,0,122,0,0,6,2,1,-1,0,3,6
9338,1,11,2,1,0,0,0,0,6,1,1,-1,0,3,6
9339,3,7,1,0,0,444,1,0,6,3,1,-1,0,3,6
9340,1,6,1,2,0,1047,0,0,6,3,1,-1,0,3,6
9341,3,3,1,0,0,1837,0,0,6,0,1,-1,0,3,6
9342,0,1,0,0,0,1,1,0,6,2,9,-1,0,3,6
9343,2,4,2,2,0,490,1,0,6,1,3,-1,0,3,6
9344,3,5,1,1,0,-1110,1,0,6,0,2,-1,0,3,6
9345,0,1,1,1,0,0,0,0,6,3,1,-1,0,3,6
9346,3,2,1,1,0,2791,0,0,6,2,1,-1,0,3,6
9347,1,7,2,1,0,546,1,0,6,1,1,-1,0,3,6
9348,0,1,1,0,0,27,0,0,6,2,1,-1,0,3,6
9349,1,2,1,2,0,5506,0,1,6,0,1,-1,0,3,6
9350,1,4,0,3,0,401,0,0,6,0,1,-1,0,3,6
9351,0,1,1,0,0,3704,1,0,6,3,2,-1,0,3,6
9352,2,1,1,1,0,708,1,0,6,3,5,-1,0,3,6
9353,2,7,2,1,0,482,1,0,6,1,2,-1,0,3,6
9354,1,4,0,2,0,0,0,0,6,3,1,-1,0,3,6
9355,0,4,1,2,0,881,0,1,6,2,2,-1,0,3,6
9356,1,9,1,1,0,118,0,0,6,3,1,-1,0,3,6
9357,1,0,1,1,0,248,0,0,6,2,1,-1,0,3,6
9358,3,4,1,2,0,884,1,0,6,2,1,-1,0,3,6
9359,0,9,2,2,0,799,1,1,6,2,18,-1,0,3,6
9360,1,1,1,0,0,0,0,0,6,0,1,-1,0,3,6
9361,3,6,1,0,0,10,0,0,6,3,3,-1,0,3,6
9362,0,1,1,1,0,292,1,1,6,2,2,-1,0,3,6
9363,0,4,2,1,0,992,0,0,6,3,1,-1,0,3,6
9364,0,1,2,1,0,1012,1,1,6,3,1,-1,0,3,6
9365,0,4,2,1,0,0,0,0,6,2,1,-1,0,3,6
9366,0,6,2,2,0,984,0,0,6,3,1,-1,0,3,6
9367,3,1,2,0,0,1743,1,0,6,2,5,-1,0,3,6
9368,0,4,1,1,0,794,1,0,6,2,3,-1,0,3,6
9369,1,4,2,2,0,383,1,0,6,0,5,-1,0,3,6
9370,1,11,1,3,0,2505,0,0,6,0,2,-1,0,3,6
9371,1,0,1,1,0,441,0,0,6,2,2,-1,0,3,6
9372,1,1,1,0,0,72,1,0,6,0,5,-1,0,3,6
9373,0,11,1,0,0,0,0,0,6,3,2,-1,0,3,6
9374,0,1,2,1,0,1230,1,0,6,1,2,-1,0,3,6
9375,3,11,1,2,0,4150,0,0,6,3,1,-1,0,3,6
9376,0,9,2,3,0,694,1,0,6,3,2,-1,0,3,6
9377,3,4,1,2,0,9796,0,1,6,0,1,-1,0,3,6
9378,1,3,0,0,0,9059,0,0,6,0,1,-1,0,3,6
9379,2,1,2,1,0,940,1,0,6,1,3,-1,0,3,6
9380,2,9,2,1,0,639,1,0,6,3,5,-1,0,3,6
9381,2,0,1,1,0,710,1,1,6,3,2,-1,0,3,6
9382,2,0,1,1,0,-156,1,0,6,0,5,-1,0,3,6
9383,0,1,1,1,0,926,0,1,6,1,3,-1,0,3,6
9384,3,4,1,2,0,6408,0,0,6,2,1,-1,0,3,6
9385,3,4,1,2,0,3039,0,0,6,3,2,-1,0,3,6
9386,2,0,2,1,0,685,1,0,6,3,2,-1,0,3,6
9387,1,1,0,0,0,0,0,0,6,1,2,-1,0,3,6
9388,3,11,0,3,0,2152,0,0,6,2,1,-1,0,3,6
9389,0,1,1,3,0,1508,0,1,6,3,2,-1,0,3,6
9390,1,1,1,1,0,901,1,0,6,2,3,-1,0,3,6
9391,0,1,1,0,0,8251,0,0,6,1,3,-1,0,3,6
9392,0,9,2,1,0,778,1,0,6,3,2,-1,0,3,6
9393,1,1,1,1,0,101,0,0,6,0,1,-1,0,3,6
9394,3,3,1,0,0,161,0,0,6,1,1,-1,0,3,6
9395,0,0,1,1,0,4785,0,1,6,1,1,-1,0,3,6
9396,0,0,2,1,0,3823,0,0,6,2,5,-1,0,3,6
9397,1,9,1,1,0,-282,1,0,6,1,3,-1,0,3,6
9398,3,2,1,0,0,1657,0,0,6,0,2,-1,0,3,6
9399,1,1,0,1,0,1491,1,0,6,2,2,-1,0,3,6
9400,1,11,1,3,0,750,0,0,6,1,1,-1,0,3,6
9401,3,9,1,2,0,0,0,0,6,3,1,-1,0,3,6
9402,0,7,2,1,0,148,0,1,6,2,1,-1,0,3,6
9403,3,9,0,1,0,797,1,0,6,0,2,-1,0,3,6
9404,0,4,2,2,0,329,1,0,6,0,16,-1,0,3,6
9405,1,0,1,1,0,1060,1,0,6,2,3,-1,0,3,6
9406,1,11,1,3,0,613,0,0,6,2,1,-1,0,3,6
9407,3,7,2,1,0,492,0,0,6,3,1,-1,0,3,6
9408,3,4,0,2,0,1266,0,1,6,0,1,-1,0,3,6
9409,1,2,1,0,0,406,0,0,6,1,1,-1,0,3,6
9410,3,5,1,0,0,2010,0,1,6,1,1,-1,0,3,6
9411,0,6,2,0,0,45,0,1,6,2,1,-1,0,3,6
9412,1,9,1,2,0,0,0,0,6,0,1,-1,0,3,6
9413,3,2,1,2,0,5403,0,0,6,2,1,-1,0,3,6
9414,0,6,1,1,0,116,0,0,6,3,1,-1,0,3,6
9415,1,9,1,1,0,545,0,0,6,1,1,-1,0,3,6
9416,0,6,2,2,0,1004,1,0,6,3,3,-1,0,3,6
9417,0,3,1,0,0,8127,0,0,6,1,1,-1,0,3,6
9418,3,3,1,0,0,1521,0,0,6,2,1,-1,0,3,6
9419,0,10,1,1,0,1453,0,0,6,3,1,-1,0,3,6
9420,3,1,1,0,0,-294,1,0,6,2,3,-1,0,3,6
9421,3,5,1,0,0,22018,0,0,6,0,2,-1,0,3,6
9422,0,1,1,1,0,3595,0,0,6,2,1,-1,0,3,6
9423,3,1,0,1,0,4053,0,0,6,1,2,-1,0,3,6
9424,0,9,2,1,0,300,1,0,6,3,1,-1,0,3,6
9425,3,3,0,1,0,45141,0,0,6,2,1,-1,0,3,6
9426,0,4,1,2,0,657,0,0,6,1,1,-1,0,3,6
9427,1,7,1,1,0,-540,0,0,6,2,1,-1,0,3,6
9428,0,9,1,1,0,139,1,1,6,2,13,-1,0,3,6
9429,3,1,1,1,0,66,0,0,6,3,2,-1,0,3,6
9430,3,1,1,0,0,746,1,0,6,0,13,-1,0,3,6
9431,0,6,1,2,0,189,1,0,6,0,2,-1,0,3,6
9432,0,4,2,2,0,624,1,0,6,0,3,-1,0,3,6
9433,3,3,0,0,0,3180,0,0,6,2,1,-1,0,3,6
9434,0,0,2,1,0,223,1,0,6,3,11,-1,0,3,6
9435,1,1,2,0,0,1055,0,0,6,2,2,-1,0,3,6
9436,3,6,1,1,0,0,0,0,6,2,1,-1,0,3,6
9437,0,6,1,1,0,160,0,0,6,0,1,-1,0,3,6
9438,0,6,2,2,0,2000,0,0,6,2,1,-1,0,3,6
9439,1,1,1,1,0,425,1,0,6,0,3,-1,0,3,6
9440,3,6,1,1,0,9,0,1,6,2,1,-1,0,3,6
9441,0,4,2,2,0,619,1,0,6,3,4,-1,0,3,6
9442,2,9,2,1,1,-1042,1,0,6,3,2,-1,0,3,6
9443,3,1,1,0,0,679,1,0,6,2,3,-1,0,3,6
9444,1,4,1,2,0,406,0,0,6,1,1,-1,0,3,6
9445,1,0,1,1,0,334,1,0,6,2,5,-1,0,3,6
9446,0,0,1,1,0,215,1,1,6,0,2,-1,0,3,6
9447,3,0,1,1,0,1001,0,0,6,0,2,-1,0,3,6
9448,1,10,1,0,0,5462,0,0,6,2,4,-1,0,3,6
9449,0,1,1,1,0,685,1,0,6,3,1,-1,0,3,6
9450,0,2,0,2,0,914,0,0,6,1,1,-1,0,3,6
9451,3,9,1,1,0,359,1,0,6,1,4,-1,0,3,6
9452,2,4,2,3,0,1029,1,0,6,2,2,-1,0,3,6
9453,3,6,0,0,0,351,1,0,6,3,2,-1,0,3,6
9454,1,0,2,1,0,84,1,0,6,1,3,-1,0,3,6
9455,3,1,1,1,0,0,0,0,6,3,1,-1,0,3,6
9456,0,11,1,3,0,0,0,0,6,0,3,-1,0,3,6
9457,2,0,1,1,0,1417,1,0,6,2,3,-1,0,3,6
9458,1,1,1,1,0,123,1,0,6,0,3,-1,0,3,6
9459,3,7,2,1,0,1205,1,0,6,2,2,-1,0,3,6
9460,3,4,2,2,0,53,0,0,6,0,3,-1,0,3,6
9461,1,4,1,1,0,11146,0,0,6,0,1,-1,0,3,6
9462,1,4,1,2,0,202,0,0,6,0,1,-1,0,3,6
9463,1,6,2,1,0,2899,0,0,6,2,1,-1,0,3,6
9464,1,2,1,2,0,810,0,0,6,3,1,-1,0,3,6
9465,0,9,1,1,0,22,0,0,6,3,1,-1,0,3,6
9466,3,6,1,2,0,10360,0,0,6,2,1,-1,0,3,6
9467,1,7,1,1,0,328,0,0,6,1,1,-1,0,3,6
9468,3,1,1,0,0,4793,1,0,6,0,2,-1,0,3,6
9469,3,10,0,1,0,763,0,0,6,1,2,-1,0,3,6
9470,1,1,1,0,0,673,1,1,6,0,4,-1,0,3,6
9471,3,6,1,2,0,1088,1,0,6,1,2,-1,0,3,6
9472,3,2,1,3,0,19850,0,0,6,2,1,-1,0,3,6
9473,3,9,1,1,0,8001,0,0,6,2,1,-1,0,3,6
9474,3,6,1,0,0,8313,0,0,6,1,1,-1,0,3,6
9475,0,9,2,2,0,1309,0,0,6,3,2,-1,0,3,6
9476,1,1,1,0,0,1461,1,0,6,3,2,-1,0,3,6
9477,3,5,1,0,1,-488,0,1,6,1,1,-1,0,3,6
9478,3,7,0,0,0,653,0,0,6,3,1,-1,0,3,6
9479,0,1,2,3,0,871,1,0,6,1,3,-1,0,3,6
9480,3,3,0,2,0,1059,0,1,6,2,2,-1,0,3,6
9481,0,7,0,1,0,1594,0,0,6,1,3,-1,0,3,6
9482,1,6,1,2,0,64,0,0,6,1,2,-1,0,3,6
9483,1,4,1,2,0,0,1,0,6,1,5,-1,0,3,6
9484,0,3,1,2,0,1265,1,0,6,3,3,-1,0,3,6
9485,1,6,2,2,0,97,1,0,6,0,4,-1,0,3,6
9486,1,7,1,1,0,207,0,0,6,2,2,-1,0,3,6
9487,1,0,1,0,0,482,1,0,6,3,13,-1,0,3,6
9488,3,3,2,2,0,3275,0,0,6,3,2,-1,0,3,6
9489,0,1,1,1,0,70,1,0,6,2,2,-1,0,3,6
9490,0,7,2,0,0,38,0,0,6,1,4,-1,0,3,6
9491,1,4,2,2,0,195,0,0,6,3,2,-1,0,3,6
9492,0,7,0,1,0,319,1,0,6,3,3,-1,0,3,6
9493,0,7,0,1,0,5267,1,0,6,0,2,-1,0,3,6
9494,3,5,0,2,0,2774,0,0,6,3,3,-1,0,3,6
9495,1,1,2,1,0,259,1,0,6,0,2,-1,0,3,6
9496,2,0,2,1,0,0,1,0,6,0,2,-1,0,3,6
9497,0,4,2,2,0,1636,0,0,6,1,2,-1,0,3,6
9498,0,7,1,1,0,4789,1,1,6,3,4,-1,0,3,6
9499,3,9,1,1,0,480,0,0,6,3,2,-1,0,3,6
9500,0,9,1,2,0,-246,1,0,6,1,3,-1,0,3,6
9501,3,3,0,1,0,630,0,0,6,3,2,-1,0,3,6
9502,0,2,1,2,0,342,1,0,6,1,1,-1,0,3,6
9503,1,3,2,0,0,21,0,0,6,1,1,-1,0,3,6
9504,0,1,0,1,0,33,1,0,6,3,1,-1,0,3,6
9505,1,0,0,1,0,762,1,0,6,1,4,-1,0,3,6
9506,1,9,1,1,0,0,0,0,6,1,2,-1,0,3,6
9507,0,7,2,1,0,-2,0,0,6,2,1,-1,0,3,6
9508,1,7,2,1,0,2936,0,0,6,3,2,-1,0,3,6
9509,0,3,2,2,0,561,0,0,6,1,2,-1,0,3,6
9510,1,3,2,1,0,2022,0,0,6,0,1,-1,0,3,6
9511,3,3,1,0,0,1870,0,0,6,0,1,-1,0,3,6
9512,3,3,0,3,0,2754,0,0,6,2,2,-1,0,3,6
9513,3,4,1,3,0,1960,0,0,6,2,5,-1,0,3,6
9514,1,6,1,2,0,510,0,0,6,3,2,-1,0,3,6
9515,0,1,2,0,0,213,1,0,6,3,3,-1,0,3,6
9516,3,1,1,1,0,4053,0,0,6,0,2,-1,0,3,6
9517,0,4,1,2,0,482,0,0,6,0,2,-1,0,3,6
9518,3,1,1,1,0,464,0,1,6,3,2,-1,0,3,6
9519,1,0,1,1,0,1383,1,0,6,3,8,-1,0,3,6
9520,0,1,1,1,0,3598,0,0,6,0,1,-1,0,3,6
9521,1,9,2,1,0,201,0,1,6,0,4,-1,0,3,6
9522,1,3,2,1,0,5287,0,0,6,1,2,-1,0,3,6
9523,1,1,1,0,0,343,0,0,6,1,2,-1,0,3,6
9524,0,1,1,1,0,1,0,0,6,2,2,-1,0,3,6
9525,3,5,1,1,0,1956,0,0,6,3,2,-1,0,3,6
9526,1,4,1,0,0,733,1,0,6,2,7,-1,0,3,6
9527,2,1,2,1,0,3430,1,0,6,2,6,-1,0,3,6
9528,3,10,0,2,0,832,0,0,6,2,2,-1,0,3,6
9529,1,5,2,0,0,1190,0,0,6,1,2,-1,0,3,6
9530,3,9,1,1,0,176,0,0,6,1,4,-1,0,3,6
9531,1,6,1,1,1,-571,0,0,6,0,2,-1,0,3,6
9532,1,7,1,1,0,191,0,1,6,0,2,-1,0,3,6
9533,0,2,2,2,0,327,1,1,6,3,2,-1,0,3,6
9534,1,1,0,1,0,0,0,0,6,3,5,-1,0,3,6
9535,3,3,1,0,0,935,1,0,6,1,2,-1,0,3,6
9536,3,2,1,0,0,52499,0,0,6,1,2,-1,0,3,6
9537,1,1,0,0,0,1260,0,1,6,2,4,-1,0,3,6
9538,3,3,1,3,0,10285,0,0,6,0,2,-1,0,3,6
9539,3,2,1,2,0,958,0,0,6,1,2,-1,0,3,6
9540,0,4,1,2,0,1698,1,0,6,2,2,-1,0,3,6
9541,0,6,0,1,0,0,0,0,6,1,2,-1,0,3,6
9542,2,1,2,2,0,727,1,0,6,0,4,-1,0,3,6
9543,1,9,0,2,0,9192,1,0,6,2,3,-1,0,3,6
9544,1,0,1,0,0,595,1,0,6,3,3,-1,0,3,6
9545,0,4,2,2,0,2296,1,0,6,2,8,-1,0,3,6
9546,1,6,1,1,0,-30,1,1,6,0,2,-1,0,3,6
9547,3,9,1,1,0,3503,1,0,6,2,2,-1,0,3,6
9548,0,3,1,0,0,3577,0,0,6,1,2,-1,0,3,6
9549,3,1,1,0,0,0,1,0,6,1,2,-1,0,3,6
9550,0,1,1,1,0,3653,1,1,6,0,4,-1,0,3,6
9551,0,8,2,3,0,1232,1,0,6,2,4,-1,0,3,6
9552,3,4,1,2,0,21574,0,0,6,1,3,-1,0,3,6
9553,1,4,1,2,0,850,0,0,6,1,2,-1,0,3,6
9554,3,5,1,3,0,3303,0,0,6,2,1,-1,0,3,6
9555,3,5,1,1,0,444,1,0,6,0,1,-1,0,3,6
9556,0,7,0,1,0,792,0,0,6,3,1,-1,0,3,6
9557,3,7,1,1,0,1386,0,0,6,2,1,-1,0,3,6
9558,0,6,2,2,0,1549,0,0,6,2,2,-1,0,3,6
9559,3,1,1,0,0,4830,1,0,6,3,1,-1,0,3,6
9560,1,4,1,0,0,2803,1,0,6,2,24,-1,0,3,6
9561,0,1,1,1,0,594,1,0,6,1,2,-1,0,3,6
9562,3,5,0,0,0,40,0,0,6,0,1,-1,0,3,6
9563,3,3,1,1,0,378,0,0,6,3,2,-1,0,3,6
9564,3,4,1,3,0,12001,0,0,6,1,1,-1,0,3,6
9565,3,3,2,3,0,6020,0,0,6,2,1,-1,0,3,6
9566,0,1,2,1,0,23,1,0,6,2,24,-1,0,3,6
9567,3,9,1,0,0,44,0,0,6,1,1,-1,0,3,6
9568,3,2,1,2,0,1114,0,0,6,0,2,-1,0,3,6
9569,3,3,1,0,0,1275,0,0,6,2,1,-1,0,3,6
9570,3,2,0,1,0,2908,0,0,6,3,1,-1,0,3,6
9571,3,9,2,1,0,-97,1,0,6,2,2,-1,0,3,6
9572,3,5,1,1,0,1300,0,0,6,3,1,-1,0,3,6
9573,1,9,1,2,0,43,1,0,6,1,4,-1,0,3,6
9574,0,1,1,1,0,5334,0,0,6,2,1,-1,0,3,6
9575,0,6,0,2,0,160,1,1,6,3,2,-1,0,3,6
9576,0,1,2,1,0,11671,0,0,6,1,1,-1,0,3,6
9577,1,4,1,2,0,251,0,1,6,2,3,-1,0,3,6
9578,0,4,2,2,0,68,0,0,6,3,1,-1,0,3,6
9579,3,1,0,1,0,218,0,0,6,3,2,-1,0,3,6
9580,1,8,2,1,0,5349,0,0,6,3,1,-1,0,3,6
9581,1,0,0,1,0,295,1,0,6,2,2,-1,0,3,6
9582,1,0,1,1,0,2199,0,0,6,2,3,-1,0,3,6
9583,3,5,1,1,0,3783,1,0,6,1,3,-1,0,3,6
9584,0,1,1,1,0,287,1,0,6,1,2,-1,0,3,6
9585,3,3,1,0,0,7082,0,0,6,2,3,-1,0,3,6
9586,0,1,1,1,0,87,1,0,6,3,3,-1,0,3,6
9587,0,1,0,0,0,-5,0,0,6,2,5,-1,0,3,6
9588,1,9,1,1,0,3050,1,0,6,1,7,-1,0,3,6
9589,3,2,0,2,0,0,0,0,6,0,2,-1,0,3,6
9590,3,0,1,1,0,1632,0,0,6,2,1,-1,0,3,6
9591,2,9,2,1,1,150,1,1,6,2,5,-1,0,3,6
9592,1,1,1,0,0,-204,1,1,6,2,1,-1,0,3,6
9593,3,5,1,1,0,2836,0,0,6,1,2,-1,0,3,6
9594,3,4,1,2,0,7067,0,0,6,2,3,-1,0,3,6
9595,0,0,1,1,0,640,0,0,6,3,2,-1,0,3,6
9596,0,4,1,2,0,254,0,0,6,0,3,-1,0,3,6
9597,1,11,1,3,0,2367,0,0,6,2,3,-1,0,3,6
9598,0,6,1,2,0,16430,1,0,6,1,3,-1,0,3,6
9599,0,2,1,1,0,1328,1,0,6,2,5,-1,0,3,6
9600,1,3,0,0,0,1,0,0,6,0,3,-1,0,3,6
9601,3,9,1,1,0,-38,0,0,6,3,1,-1,0,3,6
9602,1,7,0,0,0,927,0,0,6,1,6,-1,0,3,6
9603,3,3,1,0,0,5098,1,0,6,0,3,-1,0,3,6
9604,0,7,1,1,0,8114,1,0,6,3,1,-1,0,3,6
9605,1,11,1,3,0,0,0,0,6,3,2,-1,0,3,6
9606,0,1,1,1,0,-288,1,1,6,1,2,-1,0,3,6
9607,1,0,0,1,0,246,0,0,6,0,1,-1,0,3,6
9608,1,4,0,2,0,313,1,0,6,0,7,-1,0,3,6
9609,1,7,1,1,0,162,0,0,6,0,4,-1,0,3,6
9610,0,1,1,1,0,2645,1,1,6,2,4,-1,0,3,6
9611,3,1,1,1,0,289,0,0,6,2,1,-1,0,3,6
9612,1,5,1,1,0,263,0,0,6,3,3,-1,0,3,6
9613,3,4,2,3,0,1873,0,0,6,2,2,-1,0,3,6
9614,3,9,0,1,0,204,0,0,6,2,5,-1,0,3,6
9615,0,1,2,1,0,-56,1,1,6,1,2,-1,0,3,6
9616,1,0,0,1,0,2662,0,0,6,1,2,-1,0,3,6
9617,0,6,0,1,0,231,0,0,6,1,1,-1,0,3,6
9618,1,4,0,1,0,311,0,0,6,2,1,-1,0,3,6
9619,0,6,1,2,0,0,0,0,6,0,1,-1,0,3,6
9620,0,1,1,0,0,0,0,0,6,0,1,-1,0,3,6
9621,3,4,1,1,0,130,0,0,6,0,1,-1,0,3,6
9622,1,7,2,1,0,158,1,0,6,3,2,-1,0,3,6
9623,2,9,2,1,0,2704,1,0,6,2,3,-1,0,3,6
9624,3,5,0,1,1,-200,0,1,6,0,1,-1,0,3,6
9625,1,1,1,1,0,22928,0,0,6,0,1,-1,0,3,6
9626,3,4,0,2,0,590,0,0,6,3,5,-1,0,3,6
9627,0,1,1,0,0,7,0,0,6,0,1,-1,0,3,6
9628,3,5,1,1,0,2586,0,0,6,0,4,-1,0,3,6
9629,3,3,2,2,0,0,0,0,6,3,2,-1,0,3,6
9630,1,1,2,0,0,10442,0,0,6,2,2,-1,0,3,6
9631,1,9,0,1,0,414,1,1,6,2,2,-1,0,3,6
9632,0,0,1,1,0,231,1,1,6,0,6,-1,0,3,6
9633,1,1,1,0,0,1005,0,0,6,0,2,-1,0,3,6
9634,3,5,1,1,0,610,1,0,6,3,1,-1,0,3,6
9635,1,3,1,0,0,1676,0,0,6,2,2,-1,0,3,6
9636,1,0,0,0,0,1807,1,0,6,0,2,-1,0,3,6
9637,3,9,1,1,0,0,1,0,6,1,3,-1,0,3,6
9638,3,7,1,1,0,-33,1,0,6,3,13,-1,0,3,6
9639,3,5,1,1,0,1420,1,1,6,2,4,-1,0,3,6
9640,3,11,1,1,0,2,0,0,6,0,4,-1,0,3,6
9641,1,9,1,1,0,4639,0,0,6,2,2,-1,0,3,6
9642,1,1,1,3,0,391,0,0,6,3,4,-1,0,3,6
9643,2,0,2,1,0,596,1,0,6,0,6,-1,0,3,6
9644,3,4,2,2,0,1,1,0,6,2,3,-1,0,3,6
9645,3,11,1,0,0,1502,0,0,6,2,2,-1,0,3,6
9646,0,4,1,2,0,806,1,0,6,0,3,-1,0,3,6
9647,2,1,1,1,0,2788,1,0,6,3,2,-1,0,3,6
9648,2,9,2,2,0,1526,1,0,6,3,10,-1,0,3,6
9649,3,10,1,1,0,660,1,0,6,2,3,-1,0,3,6
9650,0,7,1,1,0,1372,1,0,6,0,2,-1,0,3,6
9651,0,1,2,0,0,3339,1,0,6,1,2,-1,0,3,6
9652,3,0,2,1,0,4509,0,0,6,2,2,-1,0,3,6
9653,0,1,1,1,0,1434,0,0,6,3,4,-1,0,3,6
9654,1,9,1,1,0,328,0,0,6,1,7,-1,0,3,6
9655,3,1,1,1,0,502,0,0,6,2,2,-1,0,3,6
